Epoch,Distributed Loss,Centralized Loss,Distributed Train Loss,Distributed Train Accuracy,Distributed Test Accuracy,Centralized Test Accuracy,Fit Runtime (s),Evaluate Runtime (s),Optimizer,Learning Rate,Batch Size,Clients,Sampled Clients Per Round,Evaluate Clients Per Round,LDA Alpha,BackPack Extension,Task,Model,Date
23,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,5.0,0.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
24,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,5.0,1.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
25,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,4.0,0.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
26,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,4.0,1.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
27,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,4.0,0.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
28,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,5.0,0.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
29,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,5.0,0.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
30,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,5.0,0.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
31,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,5.0,1.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
32,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,4.0,1.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
33,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,4.0,0.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
34,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,5.0,0.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
35,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,5.0,0.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
36,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,4.0,1.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
37,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,4.0,0.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
38,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,5.0,0.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
39,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,5.0,0.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
40,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,5.0,0.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
41,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,4.0,1.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
42,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,4.0,1.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
43,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,4.0,0.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
44,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,5.0,0.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
45,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,5.0,0.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
46,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,5.0,0.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
47,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,5.0,1.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
48,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,4.0,0.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
49,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,5.0,0.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
50,2.3567362700603236,1.8066366661950946,10770106.1382673,0.0,0.0,0.0,5.0,0.0,lbfgs,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-22/03-07-38
0,,0.2875544872522354,,,,0.1259,,,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
1,0.042470789476608234,0.043860990132577715,0.11550364545298362,0.8300555555555555,0.8766666666666667,0.873,63.0,1.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
2,0.03664066085824743,0.037845335870748384,0.07296122620994404,0.8945925925925926,0.8963333333333333,0.8911,62.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
3,0.03357118842719744,0.034576151031139306,0.06218807698433729,0.9085925925925926,0.904,0.8988,61.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
4,0.03220832919989092,0.03305707952952944,0.05509523994832992,0.919074074074074,0.909,0.9044,61.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
5,0.03217518891897635,0.03276761085519102,0.04946176176239617,0.9278888888888889,0.9103333333333333,0.9051,61.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
6,0.03197006267646308,0.03235978856662987,0.04452288031941999,0.9358333333333333,0.9115,0.9082,61.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
7,0.03211452507665672,0.032362981132412094,0.040226168958697656,0.9430740740740741,0.9131666666666667,0.9089,64.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
8,0.03307204472826561,0.033307720195844014,0.03617664150067748,0.9494444444444444,0.9146666666666666,0.9067,62.0,1.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
9,0.033922768312186234,0.03435443165068282,0.03232170469055871,0.9564814814814815,0.912,0.9056,62.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
10,0.034157540067460405,0.03460637391020718,0.028860080386799034,0.961925925925926,0.9123333333333333,0.9072,61.0,1.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
11,0.0354623460466355,0.03578133334390295,0.025781209171713983,0.9665370370370371,0.913,0.9061,60.0,1.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
12,0.03552802421582844,0.036416994407627495,0.0228509160652006,0.9715,0.9101666666666667,0.9062,60.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
13,0.036778133256117146,0.037195838797254695,0.020513098359001503,0.9747222222222223,0.909,0.9057,61.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
14,0.03896479846314954,0.03986388763455397,0.01908347187340479,0.9758518518518519,0.9068333333333334,0.9017,60.0,1.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
15,0.039452177588357396,0.04032275083449531,0.01803329370599815,0.9772222222222222,0.9083333333333333,0.9038,61.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
16,0.03979251017214483,0.03950966842926864,0.016864037451772014,0.9788333333333333,0.9078333333333334,0.9025,61.0,1.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
17,0.03715733559643377,0.039356418357962684,0.015883989511232467,0.9802222222222222,0.911,0.9045,61.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
18,0.04168706683975021,0.042594742720637443,0.015153568762614462,0.9815185185185186,0.9055,0.9036,61.0,1.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
19,0.0383673666973785,0.03866762909271492,0.014426874876310662,0.9824444444444445,0.9093333333333333,0.9078,62.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
20,0.03878332901577839,0.04075708659718585,0.013851841475416012,0.9828888888888889,0.908,0.9046,61.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
21,0.039029352218521426,0.041067277091178404,0.013056544637143844,0.9847222222222223,0.9118333333333334,0.9035,61.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
22,0.03922806952140551,0.040578461133054224,0.013024710619027569,0.9847777777777778,0.9091666666666667,0.9024,61.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
23,0.04152217547692756,0.04200913108103705,0.012895514687205538,0.9848703703703704,0.9071666666666667,0.9038,60.0,1.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
24,0.04137343452319207,0.0441735846109339,0.01289457167613261,0.9850185185185185,0.9021666666666667,0.8993,61.0,1.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
25,0.039694143917127195,0.04070482281340883,0.012555240987070367,0.9855,0.9093333333333333,0.9043,61.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
26,0.04029984319337321,0.040627913514295504,0.011668300090884756,0.9868518518518519,0.9105,0.9054,60.0,1.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
27,0.0384559452196554,0.04005326831984275,0.011572179077519848,0.9868703703703704,0.908,0.9064,61.0,1.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
28,0.03678900665615584,0.038699789539541236,0.011431689139477473,0.9872037037037037,0.9115,0.9089,61.0,1.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
29,0.03884908844050248,0.041293980469586676,0.010931431608855673,0.9884814814814815,0.9091666666666667,0.9052,61.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
30,0.03975414429638143,0.04124216411369198,0.01152918964959992,0.987037037037037,0.9116666666666666,0.9047,60.0,1.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
31,0.038602762633971,0.04058149966984711,0.012007564820299061,0.9854814814814815,0.9083333333333333,0.904,61.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
32,0.037818522157993355,0.038232527839645626,0.011560512531058196,0.9866296296296296,0.9111666666666667,0.911,61.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
33,0.037898027821817476,0.03865462973031026,0.010746903735350024,0.9887037037037038,0.9103333333333333,0.9086,61.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
34,0.03758920627012291,0.03868364413923773,0.010336778097485613,0.9892777777777778,0.9118333333333334,0.9071,61.0,1.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
35,0.04158244056581558,0.04303493957353203,0.010768171577827486,0.9879629629629629,0.8988333333333334,0.8962,62.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
36,0.042264298650194786,0.043456187624664744,0.01096692981246029,0.9879444444444444,0.9015,0.8965,61.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
37,0.03787020865385118,0.038765638814394696,0.010174838414648594,0.9895555555555555,0.9121666666666667,0.9115,62.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
38,0.0387946812978383,0.039497421133095484,0.01050364694710447,0.9885,0.9088333333333334,0.907,61.0,1.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
39,0.041019865486357956,0.04276968094537733,0.01099832360558201,0.9880925925925926,0.9075,0.9013,61.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
40,0.037994437415292244,0.03911856484587024,0.010175299851755264,0.9897407407407407,0.9125,0.9077,61.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
41,0.037183393654077614,0.038607722613649455,0.010141562560730222,0.9893703703703703,0.912,0.9101,61.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
42,0.04027960731011717,0.040949432490439724,0.01032119352232752,0.9893148148148149,0.9076666666666666,0.9078,61.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
43,0.03805586120933124,0.039242500225541155,0.010178186702825314,0.989574074074074,0.9125,0.9069,61.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
44,0.03645139433502421,0.0383253478321376,0.010575474126372886,0.9891481481481481,0.9158333333333334,0.9092,61.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
45,0.03762743152646059,0.03990115577835386,0.010243337438276483,0.9893148148148149,0.913,0.9071,61.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
46,0.04048297636136946,0.042544977932815524,0.010305200835346775,0.9887407407407407,0.9086666666666666,0.902,61.0,1.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
47,0.037476556439291625,0.03923092645958277,0.010033783220348164,0.9892222222222222,0.9125,0.9103,62.0,1.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
48,0.03615441066395215,0.038384526605728386,0.010243812722640704,0.9893148148148149,0.9148333333333334,0.9115,62.0,2.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
49,0.03812401629500285,0.040385510481701206,0.0094576113425639,0.9907962962962963,0.9106666666666666,0.9065,61.0,1.0,sgd,0.01,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/01-58-09
0,,0.28804017758369443,,,,0.1004,,,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
1,0.04038434541900642,0.04069623281424865,0.10299963922194329,0.8522962962962963,0.8845,0.8797,100.0,1.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
2,0.03862709655748525,0.03925451470501721,0.07942980883525302,0.8849814814814815,0.8895,0.8857,98.0,1.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
3,0.03600421928463038,0.03687329972160514,0.07378016942066049,0.8921481481481481,0.896,0.8916,98.0,1.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
4,0.03684020194968131,0.03766478883271338,0.07070903685470283,0.8974444444444445,0.8918333333333334,0.887,98.0,2.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
5,0.03618622138541347,0.03780044790660031,0.06871422629533534,0.8993148148148148,0.8921666666666667,0.8894,98.0,2.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
6,0.03510010406708655,0.03576365794325247,0.06725240332387444,0.9023703703703704,0.8978333333333334,0.8954,97.0,1.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
7,0.036055902136218114,0.03716459602565737,0.06631345515738639,0.9030370370370371,0.8943333333333333,0.8913,98.0,2.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
8,0.03661456664884463,0.03832646402445389,0.06548720653050487,0.9042592592592592,0.8955,0.8877,99.0,1.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
9,0.034582536964318324,0.03590451088640839,0.06478986522810228,0.9048148148148148,0.8993333333333333,0.8937,98.0,1.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
10,0.03566632248069315,0.03705271773079294,0.06426465474995255,0.9049259259259259,0.8983333333333333,0.889,98.0,2.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
11,0.03546633546152831,0.0369430050418945,0.06409481016785579,0.9062777777777777,0.9005,0.8929,98.0,2.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
12,0.03464310737633301,0.03570720272614854,0.06329558503189989,0.907425925925926,0.9,0.8962,98.0,2.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
13,0.03435392320369526,0.03599065192724811,0.06351837124765351,0.9070370370370371,0.9018333333333334,0.8936,98.0,2.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
14,0.03518975376955738,0.03661980590046151,0.06299260565686339,0.9081481481481481,0.8973333333333333,0.8913,98.0,2.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
15,0.03462250309247368,0.03665857195731951,0.0627157355303995,0.9088148148148149,0.9021666666666667,0.8951,98.0,2.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
16,0.03522233342026205,0.03706374938664958,0.062411745884602604,0.9085185185185185,0.9011666666666667,0.8905,98.0,2.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
17,0.03449360182873594,0.03645311171137728,0.06222050912225812,0.9098703703703703,0.8996666666666666,0.8924,96.0,2.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
18,0.03499839616167204,0.0369607476583682,0.06225083034143112,0.9095740740740741,0.8993333333333333,0.8915,98.0,2.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
19,0.034159223326016216,0.03636623714113375,0.06215091064663937,0.9097222222222222,0.9036666666666666,0.8961,98.0,1.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
20,0.03492890781880124,0.03720594847936882,0.061996799229781824,0.9085740740740741,0.899,0.8895,99.0,1.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
21,0.03540007250948111,0.03769400527542457,0.061869686420532345,0.909537037037037,0.9011666666666667,0.8924,99.0,1.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
22,0.03485709203215083,0.03737763740619412,0.06154327106415175,0.9099814814814815,0.899,0.8915,98.0,1.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
23,0.03584752377638749,0.03826809462546371,0.06161162065716851,0.910537037037037,0.9003333333333333,0.8905,98.0,2.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
24,0.034934968127092965,0.03702529253002722,0.06167955229088024,0.9092777777777777,0.8986666666666666,0.8926,98.0,2.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
25,0.034527851423423274,0.03692969672515756,0.061478198401268974,0.9107592592592593,0.9003333333333333,0.8946,98.0,2.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
26,0.03440438359797311,0.03614010042345617,0.061894083797872874,0.9091296296296296,0.9008333333333334,0.8955,97.0,2.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
27,0.03516789348012147,0.03699305558581836,0.06174090029399984,0.9101851851851852,0.9015,0.8941,98.0,1.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
28,0.038966730577715984,0.04231791303316131,0.06130551794466246,0.910962962962963,0.8868333333333334,0.8798,98.0,1.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
29,0.03508062673966924,0.037163554127444515,0.061528789097475466,0.9104074074074074,0.9001666666666667,0.8947,99.0,2.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
30,0.03780148877919419,0.03926025874079205,0.06108742140504585,0.9116111111111111,0.8928333333333334,0.8849,98.0,2.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
31,0.03622675994085148,0.03803607976513449,0.06123551274470765,0.9105925925925926,0.8955,0.8927,98.0,2.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
32,0.0353437645342395,0.03701984822195955,0.061279244391582506,0.9112592592592592,0.9015,0.8954,98.0,1.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
33,0.03582143599776706,0.03800255450432887,0.061122277477651706,0.9115740740740741,0.8993333333333333,0.8908,98.0,1.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
34,0.03523438901671519,0.03693725988031365,0.06084747036617219,0.9112592592592592,0.8998333333333334,0.8961,98.0,1.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
35,0.03717398598933748,0.037732852665358224,0.06096984304691981,0.9117592592592593,0.8933333333333333,0.8914,98.0,2.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
36,0.036466785304112515,0.03752631879440742,0.06091487223489597,0.9111296296296296,0.897,0.8917,98.0,2.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
37,0.036688477114153406,0.03828558924534591,0.060875408574244234,0.9115555555555556,0.8966666666666666,0.8898,98.0,2.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
38,0.035017674114749146,0.03641657663894585,0.060721898469698665,0.910962962962963,0.902,0.8937,99.0,2.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
39,0.036994017471947395,0.039193819272855764,0.060586444459937494,0.9115185185185185,0.8926666666666667,0.8897,98.0,1.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
40,0.034790892770669116,0.03582392420523101,0.06049350442890275,0.9111296296296296,0.9003333333333333,0.8959,98.0,2.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
41,0.03454895303126735,0.03609734645546414,0.06060820431101084,0.9106481481481481,0.9033333333333333,0.8966,98.0,1.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
42,0.03529425036986746,0.03648577370750718,0.06031054735544088,0.9117777777777778,0.8983333333333333,0.8962,99.0,1.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
43,0.03402679759959574,0.035449494158325254,0.06073258054013419,0.9107592592592593,0.9056666666666666,0.8992,98.0,1.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
44,0.03449400704335615,0.03594536214678665,0.06023001053986837,0.9119444444444444,0.9031666666666667,0.895,98.0,1.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
45,0.03495716676459415,0.03677030179130379,0.059956500337479596,0.9126111111111112,0.904,0.8955,98.0,1.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
46,0.034895779600434856,0.03588530500611523,0.05992610729158426,0.9123148148148148,0.9023333333333333,0.8956,99.0,1.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
47,0.0355889527889085,0.03666561518559465,0.05996078213440508,0.9129074074074074,0.8983333333333333,0.8952,99.0,1.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
48,0.034744244527595586,0.035838272559992036,0.05985943189826301,0.9116851851851852,0.8993333333333333,0.894,99.0,1.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
49,0.037362481873579476,0.039020202641014474,0.06027992069770411,0.9120925925925926,0.8943333333333333,0.8884,99.0,2.0,adam,0.001,4,1,1,1,1.0,None,FMNIST,CNN,/2024-03-22/02-53-51
0,,0.2892241569519043,,,,0.0878,,,diag_mc,0.01,4,1,1,1,1.0,DiagGGNMC,FMNIST,CNN,/2024-03-22/04-20-59
1,0.039935911839158504,0.041708612979680766,0.10398349270367038,0.8472777777777778,0.8823333333333333,0.873,179.0,1.0,diag_mc,0.01,4,1,1,1,1.0,DiagGGNMC,FMNIST,CNN,/2024-03-22/04-20-59
2,0.03691489633408022,0.03841682316752558,0.07053402613415317,0.8961111111111111,0.8943333333333333,0.8897,179.0,1.0,diag_mc,0.01,4,1,1,1,1.0,DiagGGNMC,FMNIST,CNN,/2024-03-22/04-20-59
3,0.03989654629659829,0.042455543110254436,0.05826804485622833,0.9136111111111112,0.8883333333333333,0.8807,179.0,2.0,diag_mc,0.01,4,1,1,1,1.0,DiagGGNMC,FMNIST,CNN,/2024-03-22/04-20-59
4,0.04019217120059572,0.044243079864879464,0.050629739812229305,0.9242222222222222,0.89,0.8858,180.0,2.0,diag_mc,0.01,4,1,1,1,1.0,DiagGGNMC,FMNIST,CNN,/2024-03-22/04-20-59
5,0.04741226680747366,0.050860856878498235,0.04771601406390667,0.9295555555555556,0.8805,0.8804,180.0,1.0,diag_mc,0.01,4,1,1,1,1.0,DiagGGNMC,FMNIST,CNN,/2024-03-22/04-20-59
6,0.05602710898113141,0.057798907761574266,0.04280348319794752,0.9386851851851852,0.8721666666666666,0.8731,179.0,1.0,diag_mc,0.01,4,1,1,1,1.0,DiagGGNMC,FMNIST,CNN,/2024-03-22/04-20-59
